customer_id,total_purchases,first_purchase_date,last_purchase_date
b9228e0962a78b84f3d5d92f4faa000b,123,2022-12-26T16:09:36.287+0000,2024-01-08T16:11:46.974+0000
495dabfd0ca768a3c3abd672079f48b6,52,2022-12-30T19:13:51.487+0000,2023-12-13T17:53:56.542+0000
f2217062e9a397a1dca429e7d70bc6ca,44,2022-12-30T19:18:11.715+0000,2024-01-09T19:41:44.651+0000
1abb1e1ea5f481b589da52303b091cbb,21,2023-01-13T21:40:01.028+0000,2024-01-09T15:38:03.663+0000
735b90b4568125ed6c3f678819b6e058,36,2023-03-16T09:06:59.662+0000,2023-12-26T09:30:40.485+0000
e7f8a7fb0b77bcb3b283af5be021448f,32,2023-03-10T12:29:36.590+0000,2024-01-11T08:46:58.248+0000
a5cdd4aa0048b187f7182f1b9ce7a6a7,9,2023-02-21T11:42:29.360+0000,2023-12-07T15:52:36.015+0000
17fafe5f6ce2f1904eb09d2e80a4cbf6,78,2023-01-06T17:16:13.861+0000,2024-01-10T12:50:00.422+0000
4a213d37242bdcad8e7300e202e7caa4,83,2023-01-09T16:17:31.763+0000,2023-12-31T08:01:52.643+0000
d9fc5b73a8d78fad3d6dffe419384e70,24,2023-05-20T12:31:25.175+0000,2024-01-06T19:19:18.651+0000
ba1b3eba322eab5d895aa3023fe78b9c,10,2023-02-20T13:14:50.148+0000,2024-01-11T19:29:11.476+0000
a60937eba57758ed45b6d3e91e8659f3,27,2023-01-28T16:55:53.802+0000,2024-01-01T14:23:06.348+0000
cefab442b1728a7c1b49c63f1a55781c,51,2023-03-09T16:57:35.724+0000,2024-01-10T15:48:11.630+0000
912d2b1c7b2826caf99687388d2e8f7c,60,2023-01-19T17:29:11.880+0000,2023-12-20T14:45:09.584+0000
7cce53cf90577442771720a370c3c723,134,2023-01-10T17:56:59.119+0000,2023-12-25T12:15:19.072+0000
9188905e74c28e489b44e954ec0b9bca,80,2023-01-23T17:02:27.625+0000,2023-12-23T17:12:15.085+0000
6c3cf77d52820cd0fe646d38bc2145ca,36,2023-01-02T12:16:16.179+0000,2024-01-03T10:36:33.407+0000
7503cfacd12053d309b6bed5c89de212,25,2023-02-12T17:25:33.151+0000,2024-01-03T17:27:06.999+0000
75fc093c0ee742f6dddaa13fff98f104,80,2022-12-31T09:10:47.903+0000,2023-12-26T16:04:05.059+0000
96055f5b06bf9381ac43879351642cf5,102,2022-12-29T21:55:47.257+0000,2024-01-11T14:45:07.209+0000
a666587afda6e89aec274a3657558a27,121,2022-12-28T21:42:23.691+0000,2024-01-11T21:13:52.452+0000
a532400ed62e772b9dc0b86f46e583ff,36,2023-03-15T14:36:06.831+0000,2024-01-02T16:15:44.147+0000
4476b929e30dd0c4e8bdbcc82c6ba23a,22,2023-01-14T12:20:49.482+0000,2024-01-07T15:56:55.557+0000
f33ba15effa5c10e873bf3842afb46a6,17,2023-03-05T15:19:16.201+0000,2023-12-12T19:15:51.756+0000
7f53f8c6c730af6aeb52e66eb74d8507,75,2022-12-25T18:05:27.587+0000,2024-01-09T21:29:46.320+0000
a0872cc5b5ca4cc25076f3d868e1bdf8,8,2023-01-07T18:30:23.022+0000,2023-12-03T14:29:39.872+0000
6a81681a7af700c6385d36577ebec359,37,2023-01-10T21:03:08.111+0000,2024-01-11T17:26:45.880+0000
c26820b8a4c1b3c2aa868d6d57e14a79,24,2023-01-06T18:44:46.997+0000,2023-12-14T11:09:25.547+0000
00ec53c4682d36f5c4359f4ae7bd7ba1,36,2023-01-07T21:18:25.851+0000,2024-01-09T17:15:07.129+0000
26e359e83860db1d11b6acca57d8ea88,22,2022-12-29T20:15:29.953+0000,2024-01-11T21:38:07.506+0000
6cfe0e6127fa25df2a0ef2ae1067d915,16,2023-01-04T18:37:12.824+0000,2024-01-09T23:20:53.278+0000
a8abb4bb284b5b27aa7cb790dc20f80b,63,2023-03-08T15:22:16.063+0000,2023-12-30T18:12:17.848+0000
65cc2c8205a05d7379fa3a6386f710e1,74,2023-01-26T20:47:27.892+0000,2024-01-05T14:41:14.637+0000
87ec2f451208df97228105657edb717f,47,2023-01-05T18:14:13.376+0000,2024-01-06T21:26:27.150+0000
8e82ab7243b7c66d768f1b8ce1c967eb,46,2022-12-27T18:25:41.204+0000,2023-12-26T21:39:25.473+0000
1f0e3dad99908345f7439f8ffabdffc4,45,2023-01-07T15:16:48.672+0000,2023-12-27T18:21:38.922+0000
109d2dd3608f669ca17920c511c2a41e,35,2023-01-12T16:11:12.730+0000,2023-12-21T16:20:32.691+0000
39dcaf7a053dc372fbc391d4e6b5d693,27,2023-02-07T16:54:24.282+0000,2024-01-02T17:41:07.591+0000
077e29b11be80ab57e1a2ecabb7da330,11,2023-01-18T15:22:38.474+0000,2023-11-12T19:57:44.433+0000
464d828b85b0bed98e80ade0a5c43b0f,34,2023-01-02T17:08:20.922+0000,2024-01-04T10:33:04.802+0000
cdf1035c34ec380218a8cc9a43d438f9,45,2022-12-30T18:58:31.404+0000,2024-01-09T17:47:49.951+0000
f4573fc71c731d5c362f0d7860945b88,15,2023-03-20T18:36:00.897+0000,2023-12-20T13:46:07.411+0000
b59c67bf196a4758191e42f76670ceba,105,2023-01-29T13:53:09.106+0000,2024-01-08T14:30:42.375+0000
a9a6653e48976138166de32772b1bf40,29,2023-01-04T19:07:15.629+0000,2023-12-11T18:40:31.510+0000
03f544613917945245041ea1581df0c2,31,2023-04-03T08:47:59.110+0000,2024-01-04T12:13:22.659+0000
655ea4bd3b5736d88afc30c9212ccddf,77,2022-12-29T16:26:28.024+0000,2024-01-07T13:00:42.727+0000
24146db4eb48c718b84cae0a0799dcfc,42,2023-01-01T19:08:02.602+0000,2024-01-09T21:33:37.859+0000
233509073ed3432027d48b1a83f5fbd2,53,2023-02-18T20:03:36.841+0000,2023-12-21T16:26:03.056+0000
86109d400f0ed29e840b47ed72777c84,84,2022-12-29T17:16:31.416+0000,2024-01-11T08:17:57.349+0000
851300ee84c2b80ed40f51ed26d866fc,51,2023-01-24T17:57:19.876+0000,2023-12-31T10:54:28.037+0000
1efa39bcaec6f3900149160693694536,54,2023-01-04T12:26:51.860+0000,2023-12-30T20:56:52.658+0000
2ba596643cbbbc20318224181fa46b28,45,2022-12-30T16:47:26.434+0000,2024-01-07T12:04:02.123+0000
35464c848f410e55a13bb9d78e7fddd0,17,2023-01-01T11:01:40.032+0000,2023-12-27T19:24:23.339+0000
a86c450b76fb8c371afead6410d55534,37,2022-12-30T17:22:59.372+0000,2024-01-09T16:14:23.575+0000
db957c626a8cd7a27231adfbf51e20eb,52,2023-01-24T20:54:36.532+0000,2024-01-10T21:53:10.101+0000
8edd72158ccd2a879f79cb2538568fdc,120,2022-12-27T13:10:16.112+0000,2023-12-31T17:13:34.554+0000
a3545bd79d31f9a72d3a78690adf73fc,31,2022-12-30T09:58:26.671+0000,2023-12-14T14:39:32.258+0000
f29b38f160f87ae86df31cee1982066f,57,2023-02-15T14:08:36.564+0000,2023-12-30T14:57:25.418+0000
02522a2b2726fb0a03bb19f2d8d9524d,65,2023-01-02T17:54:32.601+0000,2024-01-10T15:31:33.608+0000
4f398cb9d6bc79ae567298335b51ba8a,21,2023-03-28T16:22:51.658+0000,2024-01-08T15:29:57.599+0000
8b4066554730ddfaa0266346bdc1b202,64,2022-12-31T21:03:50.879+0000,2023-12-28T18:25:21.303+0000
185e65bc40581880c4f2c82958de8cfe,17,2023-03-18T16:40:20.821+0000,2024-01-01T19:22:42.806+0000
64223ccf70bbb65a3a4aceac37e21016,38,2022-12-31T19:05:07.649+0000,2024-01-07T14:07:19.493+0000
db8e1af0cb3aca1ae2d0018624204529,28,2023-03-11T12:52:03.833+0000,2024-01-07T08:43:48.037+0000
acf4b89d3d503d8252c9c4ba75ddbf6d,83,2023-01-02T20:16:36.514+0000,2024-01-08T10:15:43.469+0000
ad61ab143223efbc24c7d2583be69251,111,2023-01-14T21:33:46.248+0000,2024-01-11T22:10:22.061+0000
f26dab9bf6a137c3b6782e562794c2f2,27,2023-03-13T12:15:05.306+0000,2023-12-13T16:06:51.679+0000
70feb62b69f16e0238f741fab228fec2,26,2023-02-01T15:30:49.718+0000,2023-12-07T09:00:20.755+0000
d1dc3a8270a6f9394f88847d7f0050cf,50,2023-01-01T16:23:28.551+0000,2024-01-05T17:29:43.757+0000
f64eac11f2cd8f0efa196f8ad173178e,43,2023-01-11T18:56:45.863+0000,2024-01-10T14:54:32.686+0000
d045c59a90d7587d8d671b5f5aec4e7c,42,2022-12-30T19:49:00.990+0000,2024-01-05T16:31:33.440+0000
3e15cc11f979ed25912dff5b0669f2cd,82,2023-01-20T15:50:22.239+0000,2024-01-09T18:20:06.420+0000
1587965fb4d4b5afe8428a4a024feb0d,59,2023-01-31T09:37:05.960+0000,2024-01-08T12:13:25.646+0000
c32d9bf27a3da7ec8163957080c8628e,23,2023-01-19T15:07:12.694+0000,2024-01-10T15:48:47.857+0000
996a7fa078cc36c46d02f9af3bef918b,46,2022-12-28T11:52:47.850+0000,2024-01-10T20:25:21.727+0000
bf201d5407a6509fa536afc4b380577e,192,2022-12-25T17:03:52.896+0000,2024-01-11T20:22:32.857+0000
dc6a70712a252123c40d2adba6a11d84,54,2023-01-07T15:07:04.854+0000,2024-01-11T13:53:06.163+0000
8f85517967795eeef66c225f7883bdcb,162,2023-01-23T21:49:21.243+0000,2024-01-11T16:32:17.977+0000
c54e7837e0cd0ced286cb5995327d1ab,61,2023-01-04T13:15:34.526+0000,2024-01-08T18:48:53.052+0000
68c694de94e6c110f42e587e8e48d852,71,2023-01-14T17:40:38.987+0000,2024-01-05T18:22:32.584+0000
a50abba8132a77191791390c3eb19fe7,20,2022-12-28T18:33:41.845+0000,2024-01-09T18:00:05.210+0000
9b72e31dac81715466cd580a448cf823,124,2023-01-06T21:29:21.089+0000,2024-01-05T17:36:28.148+0000
4b6538a44a1dfdc2b83477cd76dee98e,65,2023-01-04T14:12:48.691+0000,2024-01-11T17:55:37.889+0000
70efba66d3d8d53194fb1a8446ae07fa,206,2023-01-04T09:05:44.292+0000,2024-01-11T11:17:51.703+0000
ed265bc903a5a097f61d3ec064d96d2e,30,2023-02-14T11:43:22.566+0000,2023-12-25T10:31:34.682+0000
fe131d7f5a6b38b23cc967316c13dae2,20,2023-01-06T19:05:32.186+0000,2023-11-19T20:33:53.578+0000
beed13602b9b0e6ecb5b568ff5058f07,40,2023-01-03T20:53:46.385+0000,2024-01-09T21:27:12.399+0000
6974ce5ac660610b44d9b9fed0ff9548,32,2023-01-20T16:49:37.052+0000,2023-12-29T17:58:53.486+0000
861dc9bd7f4e7dd3cccd534d0ae2a2e9,28,2022-12-29T16:44:46.191+0000,2024-01-10T15:06:06.236+0000
34ed066df378efacc9b924ec161e7639,25,2023-02-05T09:56:38.876+0000,2024-01-06T20:44:46.842+0000
285e19f20beded7d215102b49d5c09a0,60,2023-02-25T18:58:19.200+0000,2024-01-04T16:23:31.856+0000
5751ec3e9a4feab575962e78e006250d,10,2023-03-17T15:05:17.588+0000,2023-12-04T09:13:49.868+0000
df263d996281d984952c07998dc54358,25,2023-06-12T17:21:11.969+0000,2024-01-11T12:47:57.232+0000
c5a4e7e6882845ea7bb4d9462868219b,73,2023-01-09T12:38:06.413+0000,2024-01-07T10:37:37.516+0000
e00da03b685a0dd18fb6a08af0923de0,13,2023-03-22T12:42:24.327+0000,2023-12-30T21:21:07.835+0000
6e0721b2c6977135b916ef286bcb49ec,33,2022-12-30T12:48:05.703+0000,2024-01-05T15:38:51.649+0000
8a0e1141fd37fa5b98d5bb769ba1a7cc,65,2023-01-26T17:41:32.297+0000,2024-01-10T17:35:56.755+0000
e5841df2166dd424a57127423d276bbe,28,2023-01-09T20:06:16.185+0000,2024-01-11T10:43:09.028+0000
7a6a74cbe87bc60030a4bd041dd47b78,29,2023-01-28T21:52:53.487+0000,2024-01-10T12:13:50.460+0000
a684eceee76fc522773286a895bc8436,41,2023-01-05T16:29:33.773+0000,2024-01-07T12:44:02.781+0000
959a557f5f6beb411fd954f3f34b21c3,25,2022-12-25T16:39:19.060+0000,2024-01-03T14:42:05.309+0000
4ea06fbc83cdd0a06020c35d50e1e89a,56,2023-01-04T16:24:28.698+0000,2024-01-03T20:36:38.471+0000
99adff456950dd9629a5260c4de21858,101,2023-01-07T18:42:59.176+0000,2024-01-10T15:40:51.355+0000
fc2c7c47b918d0c2d792a719dfb602ef,45,2023-01-05T19:46:23.249+0000,2024-01-04T12:00:22.424+0000
5487315b1286f907165907aa8fc96619,58,2023-01-06T17:21:25.361+0000,2024-01-05T16:27:10.177+0000
7f5d04d189dfb634e6a85bb9d9adf21e,52,2023-02-01T08:32:40.534+0000,2024-01-07T22:27:29.757+0000
0f96613235062963ccde717b18f97592,68,2023-01-19T18:11:56.532+0000,2024-01-09T21:26:55.272+0000
752d25a1f8dbfb2d656bac3094bfb81c,26,2023-02-18T21:38:35.210+0000,2023-12-27T17:54:49.430+0000
215a71a12769b056c3c32e7299f1c5ed,15,2023-03-28T16:13:01.375+0000,2023-12-07T07:40:40.692+0000
aa68c75c4a77c87f97fb686b2f068676,20,2023-03-15T16:38:38.182+0000,2024-01-07T17:32:47.819+0000
f57a2f557b098c43f11ab969efe1504b,20,2023-01-28T17:47:24.844+0000,2023-12-24T12:36:18.606+0000
ba2fd310dcaa8781a9a652a31baf3c68,29,2022-12-29T17:31:29.969+0000,2024-01-11T13:58:09.570+0000
ec8956637a99787bd197eacd77acce5e,30,2023-01-14T15:12:44.342+0000,2024-01-01T21:36:26.110+0000
6ea9ab1baa0efb9e19094440c317e21b,27,2022-12-31T10:50:23.218+0000,2023-12-21T11:53:23.500+0000
d2ddea18f00665ce8623e36bd4e3c7c5,109,2023-01-16T17:10:01.647+0000,2024-01-10T14:29:09.559+0000
dfce06801e1a85d6d06f1fdd4475dacd,39,2023-01-02T09:06:11.952+0000,2024-01-09T09:21:58.619+0000
f50a6c02a3fc5a3a5d4d9391f05f3efc,87,2022-12-26T19:16:48.189+0000,2024-01-09T21:41:29.814+0000
5cf21ce30208cfffaa832c6e44bb567d,40,2023-01-22T16:53:15.529+0000,2024-01-05T10:31:25.063+0000
83cdcec08fbf90370fcf53bdd56604ff,24,2023-01-22T15:41:24.068+0000,2023-12-10T20:54:35.280+0000
49b8b4f95f02e055801da3b4f58e28b7,70,2023-01-02T19:09:40.153+0000,2023-12-26T09:48:02.750+0000
fe709c654eac84d5239d1a12a4f71877,112,2023-01-08T10:39:50.342+0000,2024-01-11T14:42:55.781+0000
139f0874f2ded2e41b0393c4ac5644f7,48,2023-01-02T14:55:02.047+0000,2024-01-10T18:58:34.936+0000
4da04049a062f5adfe81b67dd755cecc,35,2023-01-10T16:58:16.972+0000,2023-12-17T19:17:15.532+0000
1ce927f875864094e3906a4a0b5ece68,15,2023-02-06T13:54:48.173+0000,2024-01-05T20:15:11.909+0000
62889e73828c756c961c5a6d6c01a463,91,2023-01-06T15:07:24.827+0000,2024-01-08T19:18:38.074+0000
0c0a7566915f4f24853fc4192689aa7e,31,2023-01-12T11:54:35.716+0000,2024-01-08T15:47:26.242+0000
013a006f03dbc5392effeb8f18fda755,36,2023-02-25T07:36:57.270+0000,2024-01-05T12:24:29.751+0000
299570476c6f0309545110c592b6a63b,56,2023-01-15T16:47:25.054+0000,2024-01-08T21:55:07.398+0000
5a7f963e5e0504740c3a6b10bb6d4fa5,72,2023-01-02T15:04:24.272+0000,2024-01-01T08:52:52.762+0000
5737034557ef5b8c02c0e46513b98f90,16,2023-01-20T13:14:31.074+0000,2023-12-14T15:17:35.389+0000
5d44ee6f2c3f71b73125876103c8f6c4,110,2023-01-07T20:48:51.955+0000,2024-01-09T15:48:21.588+0000
3806734b256c27e41ec2c6bffa26d9e7,56,2022-12-27T15:05:30.811+0000,2023-12-30T15:43:22.298+0000
c74d97b01eae257e44aa9d5bade97baf,7,2023-01-26T18:30:12.767+0000,2024-01-02T11:39:55.180+0000
a5e0ff62be0b08456fc7f1e88812af3d,78,2023-01-17T18:39:32.162+0000,2024-01-01T14:48:54.408+0000
d96409bf894217686ba124d7356686c9,31,2023-01-20T17:49:35.604+0000,2024-01-08T18:01:57.080+0000
6f3e29a35278d71c7f65495871231324,30,2023-02-02T18:57:38.543+0000,2023-12-20T13:13:08.991+0000
19de10adbaa1b2ee13f77f679fa1483a,24,2022-12-25T17:56:44.829+0000,2023-12-01T15:24:12.874+0000
6be5336db2c119736cf48f475e051bfe,58,2022-12-30T18:38:01.955+0000,2024-01-11T17:30:29.364+0000
0ebcc77dc72360d0eb8e9504c78d38bd,133,2022-12-26T16:45:35.998+0000,2024-01-09T20:30:24.091+0000
93fb9d4b16aa750c7475b6d601c35c2c,70,2023-01-09T14:09:05.339+0000,2024-01-09T18:25:18.720+0000
f31b20466ae89669f9741e047487eb37,72,2023-02-01T21:24:06.902+0000,2024-01-10T14:50:21.147+0000
795c7a7a5ec6b460ec00c5841019b9e9,74,2023-01-11T11:27:57.028+0000,2023-12-26T18:56:34.850+0000
f9b902fc3289af4dd08de5d1de54f68f,85,2023-01-06T13:18:03.183+0000,2024-01-11T14:59:49.456+0000
9fdb62f932adf55af2c0e09e55861964,38,2023-02-24T16:48:30.331+0000,2024-01-09T16:45:47.763+0000
7c590f01490190db0ed02a5070e20f01,19,2023-03-20T19:35:20.023+0000,2023-12-14T17:55:05.409+0000
d93ed5b6db83be78efb0d05ae420158e,20,2023-01-05T17:19:52.954+0000,2024-01-06T20:20:43.585+0000
8b6dd7db9af49e67306feb59a8bdc52c,21,2023-02-14T10:30:36.591+0000,2023-12-13T17:51:47.763+0000
8d3bba7425e7c98c50f52ca1b52d3735,43,2023-04-23T15:26:29.827+0000,2024-01-10T18:08:11.076+0000
ed4227734ed75d343320b6a5fd16ce57,72,2022-12-28T14:55:11.869+0000,2024-01-09T17:28:30.993+0000
29530de21430b7540ec3f65135f7323c,42,2022-12-30T11:48:24.088+0000,2024-01-11T14:05:59.761+0000
8c8a58fa97c205ff222de3685497742c,40,2023-01-24T16:56:13.800+0000,2023-12-13T18:42:42.502+0000
49c9adb18e44be0711a94e827042f630,96,2023-01-28T17:23:37.941+0000,2024-01-11T14:14:18.456+0000
1f1baa5b8edac74eb4eaa329f14a0361,35,2023-01-24T16:22:28.977+0000,2023-12-29T13:01:07.166+0000
39461a19e9eddfb385ea76b26521ea48,66,2023-02-12T10:03:00.462+0000,2024-01-09T15:52:47.630+0000
b2531e7bb29bf22e1daae486fae3417a,113,2022-12-30T16:14:42.311+0000,2024-01-10T10:36:56.616+0000
69d658d0b2859e32cd4dc3b970c8496c,89,2023-01-01T18:03:59.382+0000,2024-01-04T12:24:41.022+0000
01e9565cecc4e989123f9620c1d09c09,58,2023-01-26T20:08:03.307+0000,2024-01-07T16:10:00.579+0000
d961e9f236177d65d21100592edb0769,45,2023-02-19T21:45:33.947+0000,2024-01-02T22:17:02.737+0000
18ead4c77c3f40dabf9735432ac9d97a,61,2023-01-27T12:40:27.373+0000,2024-01-03T21:38:29.141+0000
c559da2ba967eb820766939a658022c8,32,2022-12-28T14:59:23.657+0000,2024-01-11T17:12:51.883+0000
a733fa9b25f33689e2adbe72199f0e62,42,2023-02-04T20:49:26.278+0000,2024-01-05T14:47:57.440+0000
8b0dc65f996f98fd178a9defd0efa077,58,2023-02-05T18:14:43.130+0000,2024-01-04T12:57:29.716+0000
6dd4e10e3296fa63738371ec0d5df818,48,2023-01-01T18:41:09.854+0000,2024-01-08T09:33:25.226+0000
a89cf525e1d9f04d16ce31165e139a4b,31,2023-01-01T18:14:52.783+0000,2023-12-25T11:51:25.526+0000
8eefcfdf5990e441f0fb6f3fad709e21,27,2023-01-19T20:33:53.754+0000,2023-11-08T15:19:38.340+0000
758874998f5bd0c393da094e1967a72b,45,2023-01-13T14:03:34.358+0000,2024-01-11T16:31:34.585+0000
cb70ab375662576bd1ac5aaf16b3fca4,27,2022-12-25T18:51:53.548+0000,2024-01-04T16:40:31.751+0000
b1563a78ec59337587f6ab6397699afc,99,2023-01-01T20:06:09.514+0000,2023-12-30T14:21:46.488+0000
f79921bbae40a577928b76d2fc3edc2a,80,2022-12-31T17:56:45.285+0000,2024-01-10T14:01:06.418+0000
13f3cf8c531952d72e5847c4183e6910,74,2022-12-31T13:05:14.006+0000,2023-12-30T17:56:26.399+0000
07c5807d0d927dcd0980f86024e5208b,213,2022-12-31T16:23:22.393+0000,2024-01-08T16:50:47.925+0000
bc6dc48b743dc5d013b1abaebd2faed2,32,2023-01-14T18:13:58.508+0000,2023-12-31T17:09:39.000+0000
4c22bd444899d3b6047a10b20a2f26db,76,2022-12-28T10:42:47.274+0000,2024-01-05T19:55:42.310+0000
8efb100a295c0c690931222ff4467bb8,33,2023-01-01T16:57:42.186+0000,2024-01-10T14:00:05.106+0000
fe2d010308a6b3799a3d9c728ee74244,75,2023-01-08T15:52:24.093+0000,2024-01-01T18:46:55.495+0000
854d6fae5ee42911677c739ee1734486,32,2023-06-17T10:39:19.591+0000,2024-01-03T16:02:53.069+0000
d94e18a8adb4cc0f623f7a83b1ac75b4,15,2023-05-10T20:17:14.488+0000,2023-12-19T18:29:54.474+0000
fcdf25d6e191893e705819b177cddea0,29,2023-03-20T17:02:47.417+0000,2024-01-06T17:25:30.316+0000
e5a4d6bf330f23a8707bb0d6001dfbe8,26,2023-01-24T20:38:22.786+0000,2023-12-08T15:31:51.807+0000
b4d168b48157c623fbd095b4a565b5bb,32,2022-12-31T21:03:41.258+0000,2024-01-02T17:17:45.995+0000
452bf208bf901322968557227b8f6efe,26,2022-12-26T19:06:02.911+0000,2023-11-28T15:59:13.040+0000
7302e3f5e7c072aea8801faf8a492be0,63,2023-01-18T18:51:47.261+0000,2024-01-07T13:49:22.584+0000
afdec7005cc9f14302cd0474fd0f3c96,41,2022-12-30T18:32:09.000+0000,2023-11-22T20:31:55.467+0000
6c524f9d5d7027454a783c841250ba71,107,2022-12-28T18:40:56.371+0000,2024-01-01T17:36:45.167+0000
